metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1786705399.3959,transparent,6197.5414004408,1782817817.9678,AS28683 SOCIETE BENINOISE D'INFRASTRUCTURES NUMERIQUES,SBIN,Cotonou,Africa,AF,Benin,BJ,,False,Benin Telecoms Infrastructures SA,6.3669,2.4151,True,BLOC Customers ADSL  BENIN TELCOMS SA,True,Littoral,success,Africa/Porto-Novo,,1786444787,1786705455.7963,8080,http,41.216.57.75:8080,False,8885.7018947601,11428,26000,30.533290584589,41.216.57.75
True,1786705453.6089,elite,2491.9467584507,1786703083.4704,AS7552 Viettel Group,VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,False,Viettel Corporation,21.0278,105.834,True,VIETEL,False,Hanoi,success,Asia/Bangkok,,1786699772,1786705455.5488,1120,socks4,171.253.95.24:1120,True,2467.9930210114,74,41,64.347826086957,171.253.95.24
True,1786705455.4813,transparent,4896.4537878319,1783263592.8526,AS31042 Serbia BroadBand-Srpske Kablovske mreze d.o.o.,SERBIA-BROADBAND-AS,Novi Sad,Europe,EU,Serbia,RS,,False,Serbia BroadBand,45.25,19.8362,False,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,True,Vojvodina,success,Europe/Belgrade,,1786286399,1786705455.4813,8085,http,82.117.211.42:8085,False,6293.669462204,10865,22214,32.84561201971,82.117.211.42
True,1786705455.4563,elite,2284.2886468527,1776081854.2365,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Roanoke,North America,,United States,US,,False,Cox Communications Inc.,37.2681,-79.9404,False,Cox Communications Inc.,True,Virginia,success,America/New_York,24023,1786361063,1786705455.4563,15311,socks5,184.178.172.13:15311,True,1999.979019165,115764,32733,77.95713044708,184.178.172.13
True,1786705455.4499,transparent,6438.0514183296,1773801784.6206,AS28186 ITS TELECOMUNICACOES LTDA,ITS TELECOMUNICACOES LTDA,Salvador,South America,SA,Brazil,BR,,False,ITS TELECOMUNICACOES LTDA,-12.8665,-38.4858,False,ITS TELECOMUNICACOES LTDA,True,Bahia,success,America/Bahia,40000,1786505588,1786705455.4499,4040,http,187.44.188.238:4040,True,4061.3114833832,30824,134365,18.659838124815,187.44.188.238
True,1786705455.448,transparent,7144.1182181794,1777498961.62,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Riobamba,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-1.6727,-78.6483,False,Negocios Y Telefonia Nedetel S.A,False,Chimborazo Province,success,America/Guayaquil,,1786569935,1786705455.448,999,http,177.234.251.51:999,False,10636.626720428,9535,63012,13.143203716212,177.234.251.51
True,1786705447.415,elite,9183.073397532,1777629480.7618,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Santa Clara,North America,,United States,US,,True,Shenzhen Tencent Computer Systems Company Limited,37.353,-121.9544,False,Tencent Cloud Computing,True,California,success,America/Los_Angeles,95052,1786703900,1786705455.2777,9050,socks5,43.153.84.220:9050,True,12673.017024994,23218,69062,25.160381447768,43.153.84.220
True,1786705455.228,elite,9345.7907672022,1786200996.8019,AS210644 AEZA GROUP LLC,AEZA-AS,Stockholm,Europe,EU,Sweden,SE,,True,Aeza International LTD,59.3287,18.0717,False,Axiom Asia Services PTE. LTD,True,Stockholm County,success,Europe/Stockholm,100 04,1786200003,1786705455.228,3128,http,109.120.157.74:3128,False,10542.3848629,714,3786,15.866666666667,109.120.157.74
True,1786705455.1472,anonymous,5244.1843989375,1710660855.7886,AS1680 Cellcom Fixed Line Communication L.P,NV-ASN,Tel Aviv,Asia,AS,Israel,IL,,False,Cellcom Fixed Line Communication L.P,32.0804,34.7807,False,Cellcom Fixed Line Communication L.P,True,Tel Aviv,success,Asia/Jerusalem,,1786522688,1786705455.1472,8111,http,199.203.152.99:8111,False,332.81707763672,21152,592514,3.4468261236568,199.203.152.99
True,1786705455.0227,transparent,12073.427144545,1783535942.8628,AS216071 SERVERS TECH FZCO,VDSINA,Amsterdam,Europe,EU,The Netherlands,NL,,True,Servers Tech Fzco,52.3716,4.8883,False,Servers Tech Fzco,True,North Holland,success,Europe/Amsterdam,1012,1786558297,1786705455.0227,8888,http,89.110.124.45:8888,False,14674.430131912,7608,19749,27.8100668933,89.110.124.45
True,1786705455.018,elite,2125.3100847389,1696980771.1761,AS196906 PE Brunarsky Andrey Romanovich,WESTNET-AS,Polonne,Europe,EU,Ukraine,UA,,False,PE Brunarsky Andrey Romanovich,50.1194,27.5086,False,PE Brunarsky Andrey Romanovich,True,Khmelnytskyi Oblast,success,Europe/Kyiv,30500,1786333726,1786705455.018,58973,socks4,193.105.62.11:58973,True,7276.9751548767,210703,984026,17.63604968156,193.105.62.11
True,1786705454.9882,transparent,5672.4713584498,1767022533.3023,AS27882 Telefónica Celular de Bolivia S.A.,Telefonica Celular de Bolivia S.A.,Santa Cruz de la Sierra,South America,SA,Bolivia,BO,,False,TIGO,-17.7834,-63.1822,False,,True,Santa Cruz Department,success,America/La_Paz,,1786385629,1786705454.9882,999,http,158.172.153.36:999,False,9157.8345298767,26046,244954,9.6110701107011,158.172.153.36
True,1786700632.0036,elite,4402.1266891348,1710545864.1563,AS57286 GIGAS HOSTING S.A.,ASGIGAS,Alcobendas,Europe,EU,Spain,ES,,True,Gigas Hosting SL,40.525,-3.65578,False,Gigas Hosting S.L.,True,Madrid,success,Europe/Madrid,28108,1786531384,1786705454.9878,80,http,195.114.209.50:80,False,895.67041397095,667868,319418,67.646862206088,195.114.209.50
True,1786705454.8884,elite,925.92138429854,1697030621.6387,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,True,Performive LLC,34.0624,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1786366860,1786705454.8884,4145,socks4,142.54.226.214:4145,True,829.05149459839,407375,956927,29.85959120488,142.54.226.214
True,1786705258.2684,elite,8446.6921639974,1754760403.4639,AS50340 JSC Selectel,SELECTEL-MSK,Moscow,Europe,EU,Russia,RU,,False,JSC Selectel,55.7487,37.6187,False,Selectel,True,Moscow,success,Europe/Moscow,101000,1786386176,1786705454.8806,80,http,82.148.13.136:80,False,15150.250911713,56889,56733,50.068648677193,82.148.13.136
True,1786705454.7788,transparent,5811.5172239387,1778381238.8958,AS149360 PT Indo Telemedia Solusi,IDNIC-INTELMEDIA-AS-ID,Subang,Asia,AS,Indonesia,ID,,False,PT Indo Telemedia Solusi,-6.57,107.757,False,PT. SMART COMPUTER SERVICE,True,West Java,success,Asia/Jakarta,,1786242160,1786705454.7788,8080,http,160.19.19.100:8080,False,702.27527618408,19592,53536,26.791379498961,160.19.19.100
True,1786705257.7104,elite,2441.5993360507,1784094258.2538,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Atlanta,North America,,United States,US,,False,Global Connectivity Solutions LLP,33.7501,-84.3885,False,Global Connectivity Solutions LLP,True,Georgia,success,America/New_York,30302,1786510909,1786705454.7787,1082,socks5,147.45.60.139:1082,True,1630.7237148285,35061,24634,58.733562274897,147.45.60.139
True,1786705454.7137,transparent,5095.363911257,1786066221.8602,AS38031 OptiMax Communication Ltd.,OPTIMAX-BD-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Gulshan,False,OptiMax Communication Ltd,23.7835,90.4148,False,OptiMax Communication Ltd,False,Dhaka Division,success,Asia/Dhaka,1212,1786669148,1786705454.7137,1111,http,203.112.75.210:1111,False,4742.2869205475,1656,4583,26.542715178715,203.112.75.210
True,1786705257.8203,elite,13662.299230967,1785907284.9341,AS138995 Antbox Networks Limited,ANTBOX1-AS-AP,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,False,Antbox Networks Limited,1.35208,103.82,False,Antbox Networks Limited,False,North West,success,Asia/Singapore,858877,1786509691,1786705454.6944,33142,socks5,192.229.85.39:33142,True,7959.2843055725,27339,9956,73.304732537874,192.229.85.39
True,1786705454.6633,elite,2612.8553211304,1786397143.7104,AS57134 Multimedia-Net doo Skopje,Multimedia-Net-AS,Kumanovo,Europe,EU,North Macedonia,MK,,False,MultiMedia,42.1328,21.7159,False,,True,Kumanovo,success,Europe/Skopje,1300,1786396361,1786705454.6633,1080,socks4,141.136.13.51:1080,True,177.17552185059,3574,7072,33.571294382867,141.136.13.51
True,1786705454.466,anonymous,8265.4454997222,1757866281.8013,AS134366 Cloud Computing HK Limited,CCHL-AS-AP,Hong Kong,Asia,AS,Hong Kong,HK,,True,Yunify Technologies Inc,22.3193,114.169,False,Yunify Technologies Inc.,True,Kowloon,success,Asia/Hong_Kong,999077,1786393283,1786705454.466,10023,http,139.198.113.42:10023,True,8197.3369121552,64750,82624,43.935836714753,139.198.113.42
True,1786705454.4204,elite,9105.098922632,1776089349.5688,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,True,Kowloon,success,Asia/Hong_Kong,999077,1786372339,1786705454.4204,8888,socks5,47.238.130.212:8888,True,13488.018751144,863,62144,1.3696890821655,47.238.130.212
True,1786705454.3307,transparent,6211.8378495473,1750602771.4884,AS28126 BRISANET SERVICOS DE TELECOMUNICACOES S.A,BRISANET SERVICOS DE TELECOMUNICACOES S.A,Acopiara,South America,SA,Brazil,BR,,False,Brisanet Servicos De Telecomunicacoes S.A,-6.09528,-39.4525,False,C & K TELECOMUNICACOES LTDA,True,Ceará,success,America/Fortaleza,,1786440877,1786705454.3307,8080,http,187.19.201.217:8080,False,11105.164766312,30700,377071,7.5287354912439,187.19.201.217
True,1786705414.2287,elite,12223.431767155,1786415422.9588,AS49981 WorldStream B.V.,WorldStream,Paris,Europe,EU,France,FR,,True,WorldStream B.V.,48.8558,2.3494,False,Nitro Cloud,False,Île-de-France,success,Europe/Paris,75001,1786414678,1786705454.265,9097,socks4,163.5.214.119:9097,True,9201.452255249,3909,5952,39.64101003955,163.5.214.119
True,1786705454.2367,transparent,5795.9032485972,1781174213.4867,AS273270 RADIOCOMUNICACIONES DE IXMIQUILPAN SA DE CV,RADIOCOMUNICACIONES DE IXMIQUILPAN SA DE CV,Cardonal,North America,,Mexico,MX,,False,Radiocomunicaciones de Ixmiquilpan SA de CV,20.6443,-99.1191,False,Radiocomunicaciones de Ixmiquilpan SA de CV,True,Hidalgo,success,America/Mexico_City,42376,1786359669,1786705454.2367,999,http,38.58.130.128:999,False,4471.9471931458,3895,11284,25.660451940181,38.58.130.128
True,1786705454.0793,elite,3798.3968959701,1786396276.8236,AS63023 GTHost,AS-GLOBALTELEHOST,Dallas,North America,,United States,US,,False,GTHost,32.7766,-96.7969,False,GTHost,True,Texas,success,America/Chicago,,1786392984,1786705454.0793,49288,http,216.106.179.216:49288,False,515.69986343384,248,2146,10.359231411863,216.106.179.216
True,1786705453.8492,elite,9086.4405963821,1776088697.5424,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,True,Kowloon,success,Asia/Hong_Kong,999077,1786542250,1786705453.8492,5060,socks5,47.238.130.212:5060,True,13538.097858429,698,55760,1.2363172623897,47.238.130.212
True,1786705453.8371,elite,12903.869324836,1776461019.9483,AS59616 Baikal Teleport CJSC,BAIKAL-TELEPORT-AS,Irkutsk,Europe,EU,Russia,RU,,False,Baikal Teleport CJSC,52.2896,104.286,False,Baikal-Teleport CJSC,False,Irkutsk Oblast,success,Asia/Krasnoyarsk,664000,1786134573,1786705453.8371,4433,socks5,91.246.1.6:4433,True,11838.324785233,29825,69905,29.905745512885,91.246.1.6
True,1786705453.7009,elite,6501.3162586144,1740046796.8821,AS215116 LLC IT Business,IP-Barkowski-AS,Moscow,Europe,EU,Russia,RU,,False,Address AS 57191,55.6717,37.6595,False,,True,Moscow,success,Asia/Krasnoyarsk,,1786624552,1786705453.7009,8080,http,185.103.134.36:8080,False,11344.247102737,32295,514783,5.903180168093,185.103.134.36
True,1786705453.663,transparent,6236.31870722,1780638358.412,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Makati City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,14.5654,121.022,False,Philippine Long Distance Telephone Company,True,Metro Manila,success,Asia/Manila,1551,1786355115,1786705453.663,8082,http,122.52.184.149:8082,False,7478.5237312317,6297,21613,22.561805804371,122.52.184.149
True,1786705446.3666,elite,3343.400464049,1786673591.4173,AS45758 Triple T Broadband Public Company Limited,TTBP-AS-AP,Bangkok,Asia,AS,Thailand,TH,,False,Triple T Broadband Public Company Limited,13.7101,100.4543,False,Triple T Broadband Public Company Limited,False,Bangkok,success,Asia/Bangkok,10110,1786671427,1786705453.661,1080,socks4,171.6.103.90:1080,True,9844.5341587067,551,567,49.284436493739,171.6.103.90
True,1786705453.6007,anonymous,2556.5127193691,1764060505.4494,AS4766 Korea Telecom,KIXS-AS-KR,Seongnam-si,Asia,AS,South Korea,KR,Buljeong-ro,False,Korea Telecom,37.3654,127.122,False,Kornet,True,Gyeonggi-do,success,Asia/Seoul,13606,1786440569,1786705453.6007,8091,http,183.110.216.159:8091,False,4098.1097221375,250840,154971,61.812025795259,183.110.216.159
True,1786705453.5765,transparent,4818.6685046229,1786063755.8727,AS152059 CV Brawijaya Giga Network,IDNIC-BRAGANETWORK-AS-ID,Krajan Wetan Wonojoyo,Asia,AS,Indonesia,ID,,False,CV Brawijaya Giga Network,-7.82276,112.079,False,CV Brawijaya Giga Network,True,East Java,success,Asia/Jakarta,,1786668167,1786705453.5765,1111,http,210.87.124.215:1111,False,533.95199775696,1782,4504,28.348711422208,210.87.124.215
True,1786705453.5697,elite,4270.5986102607,1778938943.3612,AS139008 NEEF IT LIMITED,NEEFIT-AS-AP,Kishorganj,Asia,AS,Bangladesh,BD,,False,Neef IT Limited,24.3408,90.7606,False,NEEFIT,False,Dhaka Division,success,Asia/Dhaka,2300,1786565302,1786705453.5697,1999,socks5,103.138.145.102:1999,True,991.59526824951,6454,47458,11.971360736014,103.138.145.102
True,1786704177.7477,elite,5633.8119822122,1710540138.084,AS328471 HERO TELECOMS (PTY) LTD,Hero-Telecoms,Cape Town,Africa,AF,South Africa,ZA,,False,HERO TELECOMS (PTY) LTD,-33.9258,18.4259,False,Herotel,True,Western Cape,success,Africa/Johannesburg,7945,1786416106,1786705453.3856,80,http,196.223.129.21:80,False,2065.9165382385,198506,416350,32.284957778732,196.223.129.21
True,1786705453.3813,transparent,5909.2399656638,1785939090.2624,AS18822 Manquehuenet,Manquehuenet,Limache,South America,SA,Chile,CL,,False,Manquehuenet,-33.0151,-71.2725,False,Gtd Internet S.A,False,Valparaiso,success,America/Santiago,,1786540869,1786705453.3813,999,http,152.230.60.66:999,False,3555.9961795807,2664,5273,33.564319012221,152.230.60.66
True,1786705453.3781,elite,5936.3178122989,1784572943.5045,AS204339 FIRST SERVER LIMITED,FIRSTSERVER-FL-AS,Helsinki,Europe,EU,Finland,FI,,True,First Server Limited,60.1719,24.9347,False,"FIRST SERVER, SOCIEDAD LIMITADA",True,Uusimaa,success,Europe/Helsinki,00221,1786386899,1786705453.3781,1080,socks4,185.117.116.200:1080,True,2457.314491272,18792,59628,23.963274674828,185.117.116.200
True,1786705453.2862,transparent,6540.7897161905,1712672099.1868,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Guayaquil,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-2.2038,-79.8819,False,,True,Guayas,success,America/Guayaquil,,1786458217,1786705453.2862,999,http,177.234.192.14:999,False,10764.865875244,28278,425984,6.2250419361514,177.234.192.14
True,1786705453.2283,transparent,7546.8363559716,1780802960.2938,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,San Alberto,South America,SA,Colombia,CO,,False,Ufinet Panama S.A.,7.76107,-73.3922,False,UFINET,True,Cesar Department,success,America/Bogota,205070,1786244220,1786705453.2283,999,http,190.60.39.231:999,False,8649.7919559479,5047,44308,10.225914294398,190.60.39.231
True,1786705453.1848,transparent,6476.3988830508,1723786628.284,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,East Jakarta,Asia,AS,Indonesia,ID,,False,Telekomunikasi Indonesia,-6.2286,106.8796,False,,True,Jakarta,success,Asia/Jakarta,13410,1786620680,1786705453.1848,8080,http,36.66.121.131:8080,False,2425.5843162537,58954,484731,10.843411166392,36.66.121.131
True,1786705453.0418,transparent,5882.712746513,1785038458.6192,AS262191 LIBERTY NETWORKS DE COLOMBIA S.A.S,LIBERTY NETWORKS DE COLOMBIA S.A.S,Neiva,South America,SA,Colombia,CO,,False,Liberty Networks De Colombia S.A.S,2.93448,-75.2809,False,Liberty Networks De Colombia,True,Huila Department,success,America/Bogota,410001,1786246657,1786705453.0418,999,http,190.131.198.77:999,False,1708.8656425476,2535,11204,18.451124535992,190.131.198.77
True,1786705453.0371,transparent,7603.0509537815,1750652470.9994,"AS269920 INVERSIONES FAROCA, C.A.","INVERSIONES FAROCA, C.A.",Caracas,South America,SA,Venezuela,VE,,False,"INVERSIONES FAROCA, C.A.",10.4873,-66.8738,False,Inversiones FAROCA,True,Distrito Federal,success,America/Caracas,,1786353900,1786705453.0371,999,http,201.71.2.41:999,False,5202.0542621613,6077,72844,7.7001051684596,201.71.2.41
True,1786705453.0007,elite,3096.6616876228,1780210021.6444,AS29256 STE PDN Internal AS,INT-PDN-STE-AS,Al Mulayḩah,Asia,AS,Syria,SY,,False,Syrian Telecom,33.487,36.3688,False,MTS DSL,True,Rif-dimashq,success,Asia/Damascus,,1786257170,1786705453.0007,1080,socks4,193.43.159.161:1080,True,1418.3347225189,62781,173667,26.551715387739,193.43.159.161
True,1786705375.3809,transparent,6561.7738064939,1762813677.8164,AS141087 PT Karya Panca Telekomunikasi,IDNIC-RAPATEL-AS-ID,Wonorejo,Asia,AS,Indonesia,ID,,False,PT Karya Panca Telekomunikasi,-2.51287,120.821,False,PT Karya Panca Telekomunikasi,True,South Sulawesi,success,Asia/Makassar,,1786555557,1786705452.9966,8088,http,103.156.96.240:8088,False,3778.3403396606,22981,67682,25.347716267937,103.156.96.240
True,1786705452.9774,transparent,13211.428027747,1750612712.6852,AS43350 NForce Entertainment B.V.,NFORCE,Amsterdam,Europe,EU,The Netherlands,NL,,True,SYN LTD,52.3907,4.8637,False,,True,North Holland,success,Europe/Amsterdam,1014,1786382044,1786705452.9774,3128,http,185.53.129.141:3128,True,17223.932981491,10032,45483,18.070791677925,185.53.129.141
True,1786705452.9645,elite,10839.060458302,1750861088.8971,AS16276 OVH SAS,OVH,Roubaix,Europe,EU,France,FR,,True,OVH SAS,50.6924,3.20113,False,OVH,True,Hauts-de-France,success,Europe/Paris,59100,1786135311,1786705452.9645,80,http,51.38.230.146:80,False,17454.265594482,9592,62425,13.319077440049,51.38.230.146
True,1786704931.7242,elite,5186.3900736026,1786563793.1666,AS215730 H2NEXUS LTD,H2NEXUS-AS,Helsinki,Europe,EU,Finland,FI,,True,H2nexus LTD,60.1719,24.9347,False,H2nexus LTD,True,Uusimaa,success,Europe/Helsinki,00221,1786561344,1786705452.6931,6020,http,45.144.53.63:6020,True,11216.708898544,858,686,55.569948186528,45.144.53.63
True,1786705452.6318,elite,5297.961547317,1786309726.5166,AS45090 Shenzhen Tencent Computer Systems Company Limited,TENCENT-NET-AP,Shanghai,Asia,AS,China,CN,,False,Shenzhen Tencent Computer Systems Company Limited,31.2222,121.4581,False,Guangzhou Haizhiguang communication technology Limited,False,Shanghai,success,Asia/Shanghai,,1786306713,1786705452.6318,7890,socks5,122.51.108.168:7890,True,2023.1535434723,2646,6060,30.39283252929,122.51.108.168
True,1786705452.5809,elite,3537.863797865,1785217377.6443,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Fuzhou,Asia,AS,China,CN,,False,China Mobile communications corporation,26.0614,119.3061,True,China Mobile,True,Fujian,success,Asia/Shanghai,,1786424662,1786705452.5809,8060,http,112.5.128.78:8060,False,3998.2776641846,6588,8982,42.312138728324,112.5.128.78
True,1786705452.5409,transparent,6108.4145286508,1783535816.3238,AS27699 TELEFÔNICA BRASIL S.A,TELEFÔNICA BRASIL S.A,Piracicaba,South America,SA,Brazil,BR,,False,Vivo,-22.7146,-47.7756,False,TELEF�NICA BRASIL S.A,True,São Paulo,success,America/Sao_Paulo,13400,1786558026,1786705452.5409,8085,http,191.209.13.252:8085,True,2022.876739502,10882,19634,35.659981648971,191.209.13.252
True,1786705452.4288,transparent,5592.044969078,1783452394.6204,AS215208 PT Citra Celebas Multimedia,PT-Citra-Celebas-Multimedia,Sungguminasa,Asia,AS,Indonesia,ID,,False,PT Citra Celebas Multimedia,-5.1971,119.451,False,,True,South Sulawesi,success,Asia/Makassar,,1786474977,1786705452.4288,8080,http,45.198.8.10:8080,False,8411.1378192902,7905,21670,26.728655959425,45.198.8.10
True,1786703149.437,elite,2013.7155877346,1786556726.3668,AS6325 Illinois Century Network,ILLINOIS-CENTURY,Riverside,North America,,United States,US,,False,Illinois Century Network,41.8373,-87.8283,False,Illinois Century Network,False,Illinois,success,America/Chicago,60546,1786555607,1786705452.4032,5999,http,216.125.22.2:5999,True,3280.4355621338,2091,252,89.244558258643,216.125.22.2
True,1786705452.283,elite,2490.9946608322,1776081840.5527,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Henderson,North America,,United States,US,,False,Cox Communications Inc.,35.9854,-115.1193,False,Cox Communications Inc.,True,Nevada,success,America/Los_Angeles,89052,1786360891,1786705452.283,4145,socks5,98.181.137.80:4145,True,1973.9849567413,93382,40993,69.493581395349,98.181.137.80
True,1786705286.9289,transparent,6086.3352938342,1757531647.906,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,Jakarta,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.18104,106.826,False,Telekomunikasi Indonesia,True,Jakarta,success,Asia/Jakarta,,1786567758,1786705452.2663,9100,http,36.92.24.12:9100,True,7156.3568115234,51893,324735,13.778317066177,36.92.24.12
True,1786704596.5255,elite,3747.9913167287,1710568404.2434,AS6724 Strato GmbH,STRATO,Berlin,Europe,EU,Germany,DE,Charlottenburg-Wilmersdorf,True,Strato AG,52.5234,13.3224,False,Strato AG,True,State of Berlin,success,Europe/Berlin,10587,1786135620,1786705452.1973,80,http,85.214.107.177:80,False,986.21606826782,236675,474197,33.293616853667,85.214.107.177
True,1786705444.4569,elite,10047.010151135,1776519194.0039,AS399629 BL Networks,BLNWX,Amsterdam,Europe,EU,The Netherlands,NL,,True,BL Networks NL,52.3109,4.9453,False,FranTech Solutions,True,North Holland,success,Europe/Amsterdam,1101,1786193818,1786705452.0618,7301,socks4,172.86.75.243:7301,True,12615.481615067,135902,262740,34.091239758982,172.86.75.243
True,1786705451.6493,transparent,5324.8861291791,1783535642.4344,AS141077 RSTNET,RSTNET-AS-ID,Jatibarang,Asia,AS,Indonesia,ID,,False,RSTNET,-6.47472,108.315,False,,True,West Java,success,Asia/Jakarta,,1786559631,1786705451.6493,8818,http,103.156.17.83:8818,False,10445.8360672,10160,19937,33.757517360534,103.156.17.83
